id,employee_code,employee_name,age,gender,city,department,job_role,education,employment_type,joining_date,experience_years,salary,performance_rating,projects_completed,status
4597,EMP04597,Employee_04597,38,Female,Chennai,Support,Accountant,B.Com,Part-Time,2022-08-16,3,89264,2.1,9,Inactive
4598,EMP04598,Employee_04598,34,Female,Chennai,Operations,Developer,MCA,Part-Time,2024-12-07,1,33051,3.7,1,Inactive
4599,EMP04599,Employee_04599,34,Female,Chennai,Finance,Executive,B.Tech,Full-Time,2022-03-16,3,32738,2.7,5,Active
4600,EMP04600,Employee_04600,36,Male,Delhi,Operations,Analyst,MCA,Part-Time,2024-10-17,1,74671,4.7,4,Inactive
4601,EMP04601,Employee_04601,28,Male,Chennai,Operations,Tester,B.Sc,Part-Time,2024-08-03,1,112888,3.5,6,On Leave
4602,EMP04602,Employee_04602,27,Female,Bengaluru,HR,Accountant,B.Tech,Part-Time,2024-07-25,1,128345,3.2,8,Inactive
4603,EMP04603,Employee_04603,41,Female,Pune,Marketing,Support Engineer,B.Tech,Part-Time,2022-05-19,3,107782,3.8,5,On Leave
4604,EMP04604,Employee_04604,37,Male,Kochi,Marketing,HR Executive,B.Sc,Full-Time,2026-05-16,0,106312,3.5,10,On Leave
4605,EMP04605,Employee_04605,44,Female,Delhi,Marketing,Analyst,MBA,Contract,2026-06-08,0,139036,4.1,8,Active
4606,EMP04606,Employee_04606,28,Male,Mumbai,Finance,Analyst,B.Com,Part-Time,2023-05-10,2,40321,2.9,9,Inactive
4607,EMP04607,Employee_04607,39,Male,Mumbai,Finance,Support Engineer,MBA,Part-Time,2020-05-15,5,123219,3.4,6,Active
4608,EMP04608,Employee_04608,21,Female,Vijayawada,IT,Executive,B.Com,Part-Time,2023-06-20,2,115007,2.5,10,Inactive
4609,EMP04609,Employee_04609,33,Female,Kochi,Admin,Support Engineer,B.Tech,Contract,2024-10-31,1,78677,2.1,7,On Leave
4610,EMP04610,Employee_04610,39,Female,Bengaluru,Marketing,Developer,MBA,Full-Time,2020-01-02,6,25381,3.2,10,Active
4611,EMP04611,Employee_04611,34,Female,Bengaluru,HR,Accountant,B.Tech,Contract,2023-02-22,2,44881,3.1,0,Active
4612,EMP04612,Employee_04612,25,Female,Bengaluru,Sales,Developer,B.Tech,Full-Time,2026-04-27,0,54479,2.2,2,On Leave
4613,EMP04613,Employee_04613,22,Female,Vijayawada,Marketing,Accountant,B.Sc,Contract,2023-12-28,2,34783,4.3,1,On Leave
4614,EMP04614,Employee_04614,43,Male,Pune,Admin,Executive,M.Tech,Contract,2020-08-12,5,109078,5.0,5,Active
4615,EMP04615,Employee_04615,40,Female,Delhi,Support,Tester,B.Com,Full-Time,2022-10-31,3,147639,3.0,11,Inactive
4616,EMP04616,Employee_04616,27,Female,Guntur,Operations,Analyst,MCA,Full-Time,2022-08-07,3,73243,4.5,3,Active
4617,EMP04617,Employee_04617,38,Male,Mumbai,HR,Executive,B.Tech,Full-Time,2023-04-06,2,70384,4.4,8,Inactive
4618,EMP04618,Employee_04618,33,Female,Kochi,IT,Executive,B.Com,Contract,2020-07-19,5,84762,4.0,11,On Leave
4619,EMP04619,Employee_04619,28,Female,Vijayawada,Sales,Executive,B.Com,Contract,2026-05-07,0,94194,4.8,1,On Leave
4620,EMP04620,Employee_04620,45,Female,Bengaluru,Finance,Analyst,M.Tech,Contract,2022-08-15,3,29133,4.9,11,Active
4621,EMP04621,Employee_04621,33,Male,Kochi,Finance,Executive,B.Tech,Contract,2021-01-11,4,22422,4.7,10,Inactive
4622,EMP04622,Employee_04622,41,Male,Kolkata,IT,Manager,B.Sc,Contract,2025-03-04,0,47751,4.0,10,On Leave
4623,EMP04623,Employee_04623,33,Male,Delhi,Admin,Support Engineer,B.Sc,Part-Time,2022-09-14,3,143739,4.7,12,Inactive
4624,EMP04624,Employee_04624,29,Male,Delhi,Marketing,Accountant,M.Tech,Full-Time,2023-06-22,2,34734,4.7,9,On Leave
4625,EMP04625,Employee_04625,28,Male,Chennai,Sales,Tester,MCA,Full-Time,2024-05-19,1,120799,2.5,12,Active
4626,EMP04626,Employee_04626,23,Male,Mumbai,Operations,Developer,MCA,Full-Time,2022-07-12,3,142488,3.9,9,On Leave
4627,EMP04627,Employee_04627,41,Female,Chennai,Support,Executive,MCA,Part-Time,2020-04-06,5,68134,3.9,5,Active
4628,EMP04628,Employee_04628,41,Female,Pune,Sales,Executive,MCA,Full-Time,2026-06-18,0,41496,2.1,11,Inactive
4629,EMP04629,Employee_04629,31,Male,Chennai,Marketing,HR Executive,MBA,Contract,2024-04-21,1,74728,4.8,4,On Leave
4630,EMP04630,Employee_04630,43,Female,Kolkata,Operations,Support Engineer,M.Tech,Full-Time,2026-06-12,0,62897,2.7,8,Active
4631,EMP04631,Employee_04631,21,Female,Mumbai,Marketing,Tester,MCA,Part-Time,2020-10-27,5,47334,4.9,11,Inactive
4632,EMP04632,Employee_04632,21,Male,Kolkata,Admin,Developer,B.Sc,Contract,2021-08-01,4,135069,2.8,5,Active
4633,EMP04633,Employee_04633,24,Male,Chennai,Operations,Tester,M.Tech,Contract,2021-11-27,4,136505,3.4,9,On Leave
4634,EMP04634,Employee_04634,28,Male,Hyderabad,Marketing,Analyst,M.Tech,Full-Time,2025-12-09,0,37513,2.1,3,Active
4635,EMP04635,Employee_04635,25,Female,Chennai,Operations,Accountant,B.Com,Part-Time,2025-06-16,0,35712,2.2,2,Active
4636,EMP04636,Employee_04636,34,Male,Vijayawada,Support,Executive,B.Sc,Contract,2021-09-29,4,74257,3.4,10,Active
4637,EMP04637,Employee_04637,26,Female,Guntur,Finance,Analyst,B.Sc,Part-Time,2022-01-10,3,109475,2.3,6,Inactive
4638,EMP04638,Employee_04638,26,Female,Delhi,Operations,Manager,M.Tech,Contract,2024-09-07,1,43861,4.6,3,Inactive
4639,EMP04639,Employee_04639,32,Male,Kochi,Operations,Developer,MCA,Contract,2024-06-17,1,122270,2.5,9,On Leave
4640,EMP04640,Employee_04640,30,Female,Pune,Admin,HR Executive,B.Sc,Part-Time,2023-05-29,2,37683,4.3,7,On Leave
4641,EMP04641,Employee_04641,32,Female,Kolkata,Support,Tester,MBA,Part-Time,2021-12-19,4,127424,4.8,12,Inactive
4642,EMP04642,Employee_04642,32,Male,Delhi,HR,HR Executive,B.Com,Full-Time,2026-07-18,0,102740,4.0,7,Inactive
4643,EMP04643,Employee_04643,40,Male,Bengaluru,Operations,Developer,B.Com,Contract,2025-03-15,0,126411,4.8,5,Active
4644,EMP04644,Employee_04644,34,Male,Guntur,Marketing,HR Executive,MCA,Part-Time,2023-09-19,2,149879,3.4,4,On Leave
4645,EMP04645,Employee_04645,22,Female,Guntur,IT,HR Executive,B.Sc,Contract,2024-01-02,2,30349,4.4,4,On Leave
4646,EMP04646,Employee_04646,37,Male,Guntur,Finance,Accountant,B.Com,Full-Time,2022-01-21,3,115328,2.1,4,On Leave
4647,EMP04647,Employee_04647,21,Male,Chennai,Sales,Developer,B.Sc,Contract,2021-10-28,4,59392,2.5,2,On Leave
4648,EMP04648,Employee_04648,29,Female,Guntur,Sales,Support Engineer,M.Tech,Full-Time,2023-02-27,2,118205,4.9,2,Inactive
4649,EMP04649,Employee_04649,35,Male,Delhi,HR,Manager,M.Tech,Contract,2025-09-26,0,87089,3.8,7,Inactive
4650,EMP04650,Employee_04650,32,Female,Pune,Sales,Support Engineer,MCA,Contract,2023-02-03,2,81019,4.2,8,Inactive
4651,EMP04651,Employee_04651,40,Male,Delhi,Operations,Manager,B.Sc,Contract,2026-05-25,0,35443,3.3,5,On Leave
4652,EMP04652,Employee_04652,41,Male,Bengaluru,HR,Accountant,M.Tech,Part-Time,2025-04-23,0,102329,2.2,0,On Leave
4653,EMP04653,Employee_04653,28,Female,Pune,Sales,HR Executive,B.Tech,Contract,2025-02-16,0,34585,2.4,4,On Leave
4654,EMP04654,Employee_04654,22,Female,Kochi,Support,Analyst,MCA,Contract,2021-01-29,4,100446,4.0,4,Inactive
4655,EMP04655,Employee_04655,22,Female,Delhi,Sales,Tester,M.Tech,Part-Time,2023-01-07,2,25339,4.5,5,Inactive
4656,EMP04656,Employee_04656,26,Male,Hyderabad,Marketing,Analyst,MCA,Full-Time,2023-01-21,2,41333,2.0,4,On Leave
4657,EMP04657,Employee_04657,31,Female,Chennai,Operations,Support Engineer,B.Tech,Contract,2024-07-25,1,89154,3.7,7,Inactive
4658,EMP04658,Employee_04658,24,Male,Kochi,Sales,Accountant,B.Com,Part-Time,2023-06-27,2,105711,5.0,1,Inactive
4659,EMP04659,Employee_04659,35,Female,Bengaluru,Support,Tester,B.Tech,Full-Time,2020-01-10,5,117371,4.0,0,Inactive
4660,EMP04660,Employee_04660,26,Male,Guntur,Operations,Support Engineer,MCA,Part-Time,2021-02-15,4,86827,4.4,8,On Leave
4661,EMP04661,Employee_04661,36,Female,Kochi,Finance,Manager,MBA,Contract,2021-10-17,4,139378,4.2,11,On Leave
4662,EMP04662,Employee_04662,32,Female,Kochi,IT,HR Executive,B.Tech,Contract,2021-03-28,4,119885,3.7,10,On Leave
4663,EMP04663,Employee_04663,36,Male,Pune,Operations,Analyst,M.Tech,Full-Time,2021-12-30,4,129337,2.4,0,Active
4664,EMP04664,Employee_04664,32,Female,Pune,Marketing,Tester,B.Sc,Contract,2022-11-26,3,118595,3.8,5,Inactive
4665,EMP04665,Employee_04665,27,Female,Kochi,HR,Executive,M.Tech,Contract,2024-09-29,1,71613,3.4,9,On Leave
4666,EMP04666,Employee_04666,43,Male,Bengaluru,HR,Executive,B.Sc,Part-Time,2025-04-23,0,148550,4.6,1,On Leave
4667,EMP04667,Employee_04667,42,Female,Pune,Finance,Tester,B.Tech,Contract,2023-08-27,2,59900,2.6,1,Inactive
4668,EMP04668,Employee_04668,42,Male,Chennai,Admin,Accountant,MCA,Part-Time,2020-02-21,5,139978,4.6,12,Active
4669,EMP04669,Employee_04669,44,Male,Kolkata,HR,Executive,M.Tech,Full-Time,2022-10-03,3,145221,4.3,9,Active
4670,EMP04670,Employee_04670,37,Female,Mumbai,Marketing,Executive,B.Com,Full-Time,2020-07-25,5,55149,2.5,0,On Leave
4671,EMP04671,Employee_04671,37,Female,Vijayawada,HR,Developer,B.Com,Full-Time,2025-07-03,0,43714,3.2,4,On Leave
4672,EMP04672,Employee_04672,40,Male,Kolkata,Marketing,Manager,B.Sc,Part-Time,2023-10-27,2,22471,2.0,12,Active
4673,EMP04673,Employee_04673,22,Male,Bengaluru,Sales,Accountant,MBA,Contract,2025-08-04,0,50611,3.6,12,Inactive
4674,EMP04674,Employee_04674,29,Female,Vijayawada,Finance,Support Engineer,M.Tech,Contract,2022-05-08,3,27153,2.7,0,Active
4675,EMP04675,Employee_04675,28,Male,Pune,Support,Manager,B.Sc,Full-Time,2025-08-01,0,76448,2.7,5,Active
4676,EMP04676,Employee_04676,25,Female,Mumbai,Support,Manager,B.Tech,Full-Time,2023-10-02,2,145535,3.8,8,Inactive
4677,EMP04677,Employee_04677,21,Male,Bengaluru,Finance,Tester,B.Tech,Part-Time,2025-01-24,0,32035,3.3,0,On Leave
4678,EMP04678,Employee_04678,34,Female,Pune,Support,Manager,MCA,Full-Time,2024-03-26,1,92574,4.2,10,Active
4679,EMP04679,Employee_04679,44,Male,Pune,Marketing,Tester,MCA,Part-Time,2022-10-01,3,105214,2.1,1,On Leave
4680,EMP04680,Employee_04680,31,Male,Kolkata,Marketing,Tester,B.Com,Part-Time,2026-07-03,0,25093,3.8,9,On Leave
4681,EMP04681,Employee_04681,29,Female,Chennai,IT,Tester,MBA,Part-Time,2026-07-19,0,133127,2.4,4,Inactive
4682,EMP04682,Employee_04682,42,Female,Pune,Marketing,Developer,B.Com,Part-Time,2021-05-29,4,46248,3.3,5,Inactive
4683,EMP04683,Employee_04683,30,Female,Vijayawada,Marketing,Analyst,B.Com,Contract,2021-02-17,4,96920,2.8,6,Inactive
4684,EMP04684,Employee_04684,31,Female,Mumbai,Support,Support Engineer,B.Tech,Contract,2021-10-17,4,53292,4.1,8,On Leave
4685,EMP04685,Employee_04685,21,Female,Kolkata,Marketing,Manager,B.Tech,Full-Time,2022-07-28,3,83536,2.7,1,On Leave
4686,EMP04686,Employee_04686,28,Female,Delhi,Marketing,Executive,MCA,Full-Time,2021-02-05,4,132521,4.1,9,Inactive
4687,EMP04687,Employee_04687,36,Male,Delhi,Marketing,Manager,B.Sc,Part-Time,2025-06-09,0,52735,4.2,7,Active
4688,EMP04688,Employee_04688,31,Male,Mumbai,HR,Manager,B.Com,Part-Time,2021-11-03,4,18393,4.1,8,Active
4689,EMP04689,Employee_04689,28,Female,Mumbai,HR,Accountant,B.Com,Full-Time,2022-01-09,3,137357,4.7,0,Inactive
4690,EMP04690,Employee_04690,42,Male,Pune,Admin,Accountant,B.Sc,Full-Time,2020-07-20,5,31620,4.6,3,Inactive
4691,EMP04691,Employee_04691,24,Male,Vijayawada,Operations,Support Engineer,M.Tech,Contract,2021-10-14,4,18168,3.6,8,Active
4692,EMP04692,Employee_04692,28,Female,Delhi,HR,Developer,MCA,Contract,2024-08-27,1,59711,4.8,8,Inactive
4693,EMP04693,Employee_04693,39,Female,Chennai,HR,Accountant,M.Tech,Contract,2025-09-09,0,42465,3.6,1,Active
4694,EMP04694,Employee_04694,25,Male,Kochi,Operations,Support Engineer,B.Sc,Part-Time,2023-03-14,2,18542,3.2,3,Active
4695,EMP04695,Employee_04695,30,Female,Chennai,IT,Tester,B.Tech,Contract,2022-02-07,3,136946,4.1,12,On Leave
4696,EMP04696,Employee_04696,26,Male,Hyderabad,IT,Analyst,M.Tech,Contract,2022-06-02,3,94294,2.4,12,Inactive
4697,EMP04697,Employee_04697,24,Female,Pune,IT,Accountant,B.Sc,Part-Time,2022-07-10,3,116613,2.6,2,Inactive
4698,EMP04698,Employee_04698,37,Male,Vijayawada,HR,Manager,B.Tech,Full-Time,2025-05-20,0,80683,4.5,11,Inactive
4699,EMP04699,Employee_04699,40,Male,Chennai,Marketing,Analyst,MCA,Contract,2025-07-23,0,131160,4.8,1,On Leave
4700,EMP04700,Employee_04700,36,Female,Chennai,IT,Accountant,MBA,Contract,2022-01-03,3,60686,5.0,4,On Leave
4701,EMP04701,Employee_04701,32,Male,Bengaluru,HR,Accountant,MBA,Contract,2020-11-11,5,55577,4.4,8,On Leave
4702,EMP04702,Employee_04702,24,Male,Kolkata,IT,Developer,B.Com,Part-Time,2024-01-01,2,129733,3.2,0,Inactive
4703,EMP04703,Employee_04703,45,Male,Bengaluru,Finance,Executive,B.Tech,Part-Time,2020-03-26,5,55729,3.4,6,Active
4704,EMP04704,Employee_04704,36,Male,Pune,Support,HR Executive,MCA,Part-Time,2023-10-22,2,114440,2.3,0,Inactive
4705,EMP04705,Employee_04705,28,Female,Vijayawada,HR,Tester,B.Com,Contract,2023-07-02,2,142462,5.0,3,Active
4706,EMP04706,Employee_04706,28,Male,Kochi,HR,Manager,B.Sc,Part-Time,2024-05-09,1,30440,4.8,1,Active
4707,EMP04707,Employee_04707,25,Male,Kochi,IT,Executive,M.Tech,Full-Time,2025-04-27,0,104560,4.5,1,Active
4708,EMP04708,Employee_04708,33,Female,Hyderabad,Support,Accountant,M.Tech,Part-Time,2021-09-23,4,58077,2.7,0,On Leave
4709,EMP04709,Employee_04709,42,Male,Delhi,Marketing,HR Executive,B.Com,Contract,2021-12-15,4,109863,2.5,2,On Leave
4710,EMP04710,Employee_04710,36,Female,Kochi,HR,Tester,B.Com,Part-Time,2023-02-15,2,116581,2.7,1,On Leave
4711,EMP04711,Employee_04711,27,Female,Chennai,Sales,Accountant,B.Sc,Part-Time,2020-08-07,5,118893,3.0,5,Inactive
4712,EMP04712,Employee_04712,35,Male,Guntur,Admin,HR Executive,B.Tech,Part-Time,2024-10-03,1,118656,4.2,2,Inactive
4713,EMP04713,Employee_04713,39,Female,Chennai,Finance,Tester,M.Tech,Full-Time,2024-12-08,1,21111,2.8,5,On Leave
4714,EMP04714,Employee_04714,32,Female,Mumbai,Admin,Developer,MBA,Part-Time,2020-06-26,5,129876,2.8,2,Active
4715,EMP04715,Employee_04715,23,Male,Mumbai,Admin,Executive,B.Tech,Full-Time,2025-05-29,0,122375,2.1,10,Inactive
4716,EMP04716,Employee_04716,24,Male,Kochi,Operations,Manager,B.Tech,Full-Time,2020-07-09,5,109220,3.1,5,On Leave
4717,EMP04717,Employee_04717,29,Female,Hyderabad,Marketing,Executive,M.Tech,Part-Time,2023-07-26,2,66119,2.8,1,On Leave
4718,EMP04718,Employee_04718,43,Male,Delhi,Operations,Support Engineer,MCA,Contract,2020-09-06,5,127023,4.5,0,Active
4719,EMP04719,Employee_04719,29,Female,Delhi,Admin,Accountant,B.Com,Full-Time,2024-10-15,1,102066,2.8,8,Inactive
4720,EMP04720,Employee_04720,26,Male,Guntur,Finance,Accountant,B.Com,Part-Time,2023-04-12,2,33158,4.2,4,On Leave
4721,EMP04721,Employee_04721,39,Female,Hyderabad,Admin,HR Executive,MBA,Full-Time,2022-11-13,3,147694,4.7,8,Inactive
4722,EMP04722,Employee_04722,22,Female,Vijayawada,Marketing,Support Engineer,B.Tech,Full-Time,2022-08-10,3,46047,3.0,0,On Leave
4723,EMP04723,Employee_04723,42,Female,Bengaluru,Finance,Accountant,B.Com,Full-Time,2022-06-30,3,59614,4.4,6,Active
4724,EMP04724,Employee_04724,24,Male,Kochi,Operations,HR Executive,B.Sc,Part-Time,2024-12-03,1,23314,4.6,11,Active
4725,EMP04725,Employee_04725,36,Male,Chennai,IT,Executive,MBA,Full-Time,2026-04-10,0,109976,3.4,5,Active
4726,EMP04726,Employee_04726,23,Female,Bengaluru,Admin,Manager,M.Tech,Contract,2020-03-23,5,93631,2.9,6,On Leave
4727,EMP04727,Employee_04727,23,Female,Kolkata,IT,HR Executive,MCA,Contract,2023-03-29,2,33032,2.6,7,Active
4728,EMP04728,Employee_04728,43,Female,Bengaluru,Sales,Developer,B.Sc,Contract,2021-09-21,4,87774,2.1,1,Inactive
4729,EMP04729,Employee_04729,40,Female,Vijayawada,IT,Accountant,MBA,Contract,2020-04-24,5,138561,2.3,4,Active
4730,EMP04730,Employee_04730,27,Male,Vijayawada,Operations,Manager,MBA,Part-Time,2025-05-02,0,45676,4.9,12,Inactive
4731,EMP04731,Employee_04731,23,Female,Vijayawada,Marketing,Developer,B.Tech,Contract,2020-07-12,5,29307,2.0,6,On Leave
4732,EMP04732,Employee_04732,22,Female,Guntur,Support,Analyst,MCA,Full-Time,2025-03-07,0,34512,3.5,2,Inactive
4733,EMP04733,Employee_04733,21,Female,Hyderabad,IT,Accountant,B.Tech,Full-Time,2021-01-19,4,106796,4.4,12,Active
4734,EMP04734,Employee_04734,25,Male,Guntur,Sales,Developer,B.Com,Full-Time,2020-01-26,5,54822,2.4,1,On Leave
4735,EMP04735,Employee_04735,24,Male,Guntur,Sales,Tester,M.Tech,Contract,2020-05-26,5,38094,4.3,8,Active
4736,EMP04736,Employee_04736,33,Female,Bengaluru,IT,Analyst,B.Com,Contract,2020-01-22,5,139425,3.3,8,Inactive
4737,EMP04737,Employee_04737,23,Male,Chennai,Operations,Analyst,MCA,Part-Time,2020-11-21,5,129554,2.7,2,Inactive
4738,EMP04738,Employee_04738,39,Male,Guntur,Admin,Manager,B.Tech,Full-Time,2021-07-07,4,104338,3.5,6,Inactive
4739,EMP04739,Employee_04739,25,Female,Delhi,Operations,Developer,B.Sc,Contract,2020-03-21,5,103658,2.8,4,Inactive
4740,EMP04740,Employee_04740,43,Male,Delhi,Marketing,Developer,B.Com,Contract,2021-10-03,4,39922,4.5,10,Inactive
4741,EMP04741,Employee_04741,40,Female,Chennai,Marketing,Manager,MBA,Full-Time,2023-11-15,2,104162,2.0,2,Active
4742,EMP04742,Employee_04742,26,Female,Mumbai,Admin,Accountant,B.Tech,Contract,2024-03-15,1,77544,2.3,7,Active
4743,EMP04743,Employee_04743,21,Male,Kochi,Finance,Developer,B.Sc,Full-Time,2021-09-21,4,58519,2.0,1,On Leave
4744,EMP04744,Employee_04744,35,Female,Mumbai,Marketing,Manager,B.Sc,Contract,2024-08-28,1,129492,4.5,12,On Leave
4745,EMP04745,Employee_04745,38,Male,Hyderabad,Marketing,HR Executive,B.Sc,Full-Time,2025-06-26,0,20851,3.5,3,On Leave
4746,EMP04746,Employee_04746,33,Female,Chennai,Support,Developer,M.Tech,Full-Time,2026-06-27,0,127423,3.2,7,On Leave
4747,EMP04747,Employee_04747,41,Male,Hyderabad,Marketing,Accountant,B.Tech,Part-Time,2024-11-13,1,99759,4.5,9,Inactive
4748,EMP04748,Employee_04748,29,Female,Guntur,Operations,Accountant,MBA,Contract,2023-09-04,2,102076,3.9,4,Active
4749,EMP04749,Employee_04749,43,Female,Chennai,Admin,Executive,M.Tech,Full-Time,2022-10-01,3,136018,2.3,3,On Leave
4750,EMP04750,Employee_04750,45,Male,Vijayawada,Support,HR Executive,B.Com,Part-Time,2025-03-16,0,74355,2.4,12,On Leave
4751,EMP04751,Employee_04751,41,Female,Guntur,Marketing,Support Engineer,M.Tech,Part-Time,2025-12-28,0,93898,2.4,4,On Leave
4752,EMP04752,Employee_04752,27,Male,Mumbai,Sales,HR Executive,MBA,Part-Time,2020-08-28,5,25882,4.2,2,On Leave
4753,EMP04753,Employee_04753,32,Male,Pune,Finance,Executive,B.Com,Part-Time,2023-04-18,2,70755,3.7,8,On Leave
4754,EMP04754,Employee_04754,27,Male,Chennai,Support,Support Engineer,MBA,Contract,2022-09-29,3,109516,3.2,8,Inactive
4755,EMP04755,Employee_04755,40,Male,Kochi,IT,Analyst,B.Sc,Full-Time,2023-05-27,2,56996,4.0,12,On Leave
4756,EMP04756,Employee_04756,41,Male,Delhi,Admin,Accountant,B.Tech,Full-Time,2025-03-26,0,121997,2.2,9,Inactive
4757,EMP04757,Employee_04757,24,Male,Guntur,Finance,Executive,B.Tech,Part-Time,2020-12-31,5,38705,3.1,12,Active
4758,EMP04758,Employee_04758,26,Female,Guntur,Operations,Developer,MCA,Full-Time,2023-01-24,2,37217,2.3,8,Inactive
4759,EMP04759,Employee_04759,40,Male,Delhi,Admin,Manager,B.Tech,Part-Time,2022-04-07,3,135568,4.6,5,Active
4760,EMP04760,Employee_04760,41,Female,Mumbai,Sales,Developer,B.Tech,Full-Time,2020-06-06,5,42242,2.2,10,Inactive
4761,EMP04761,Employee_04761,28,Female,Delhi,Support,Tester,B.Sc,Part-Time,2025-06-22,0,54261,4.3,10,On Leave
4762,EMP04762,Employee_04762,41,Male,Guntur,Sales,Manager,MBA,Part-Time,2024-08-18,1,67465,3.7,10,Inactive
4763,EMP04763,Employee_04763,43,Male,Hyderabad,Admin,Support Engineer,B.Sc,Contract,2022-07-16,3,44334,2.3,3,On Leave
4764,EMP04764,Employee_04764,23,Female,Mumbai,Finance,Executive,B.Tech,Part-Time,2025-05-02,0,90435,2.3,2,On Leave
4765,EMP04765,Employee_04765,44,Male,Kolkata,Sales,Analyst,MBA,Part-Time,2022-11-19,3,117998,4.7,4,Inactive
4766,EMP04766,Employee_04766,43,Female,Kolkata,Marketing,Accountant,B.Com,Full-Time,2021-07-04,4,100044,4.7,0,On Leave
4767,EMP04767,Employee_04767,30,Female,Chennai,Marketing,Support Engineer,MCA,Part-Time,2026-07-19,0,146075,4.6,2,On Leave
4768,EMP04768,Employee_04768,39,Female,Delhi,Operations,Tester,B.Tech,Contract,2026-03-26,0,64794,2.6,12,On Leave
4769,EMP04769,Employee_04769,25,Female,Kochi,Support,Analyst,B.Tech,Part-Time,2023-02-19,2,50012,2.1,1,Inactive
4770,EMP04770,Employee_04770,31,Male,Delhi,Admin,HR Executive,MBA,Full-Time,2025-11-27,0,91338,3.1,9,On Leave
4771,EMP04771,Employee_04771,40,Male,Kochi,Operations,Executive,M.Tech,Full-Time,2024-10-31,1,64327,4.5,3,Active
4772,EMP04772,Employee_04772,41,Female,Chennai,Operations,HR Executive,M.Tech,Full-Time,2021-06-07,4,108809,4.2,3,Inactive
4773,EMP04773,Employee_04773,42,Male,Mumbai,Operations,Accountant,B.Tech,Full-Time,2025-06-19,0,75198,2.3,5,Active
4774,EMP04774,Employee_04774,44,Male,Vijayawada,Sales,Executive,B.Com,Contract,2021-01-24,4,48663,2.2,5,Active
4775,EMP04775,Employee_04775,25,Male,Bengaluru,Operations,Analyst,B.Com,Part-Time,2024-08-11,1,95066,4.5,10,On Leave
4776,EMP04776,Employee_04776,30,Female,Bengaluru,Admin,Analyst,B.Sc,Part-Time,2023-06-19,2,75744,3.7,8,On Leave
4777,EMP04777,Employee_04777,32,Female,Kolkata,Finance,Support Engineer,MBA,Full-Time,2022-06-02,3,39974,4.7,5,On Leave
4778,EMP04778,Employee_04778,27,Male,Bengaluru,Support,Analyst,B.Sc,Full-Time,2025-06-05,0,129288,4.4,3,On Leave
4779,EMP04779,Employee_04779,38,Female,Kolkata,Marketing,Manager,M.Tech,Contract,2021-08-01,4,128283,4.0,10,Inactive
4780,EMP04780,Employee_04780,31,Female,Chennai,IT,Accountant,M.Tech,Part-Time,2025-05-25,0,44974,2.9,6,Active
4781,EMP04781,Employee_04781,33,Male,Kolkata,Operations,HR Executive,MCA,Part-Time,2024-04-21,1,45221,4.1,10,On Leave
4782,EMP04782,Employee_04782,30,Male,Pune,HR,Analyst,B.Tech,Part-Time,2023-02-01,2,38636,3.3,9,Inactive
4783,EMP04783,Employee_04783,31,Female,Chennai,HR,Developer,MBA,Contract,2026-01-28,0,99835,4.9,2,On Leave
4784,EMP04784,Employee_04784,43,Male,Chennai,Sales,Support Engineer,M.Tech,Full-Time,2020-02-10,5,82363,4.3,6,On Leave
4785,EMP04785,Employee_04785,26,Female,Delhi,Support,Analyst,B.Sc,Contract,2023-08-25,2,55909,3.8,1,Active
4786,EMP04786,Employee_04786,44,Female,Bengaluru,Marketing,Tester,M.Tech,Part-Time,2024-12-08,1,81032,4.4,8,Inactive
4787,EMP04787,Employee_04787,27,Female,Delhi,Admin,Accountant,MBA,Part-Time,2023-06-15,2,25773,2.0,10,Active
4788,EMP04788,Employee_04788,34,Male,Bengaluru,Support,Executive,B.Sc,Full-Time,2023-04-17,2,108788,4.6,8,Inactive
4789,EMP04789,Employee_04789,28,Female,Delhi,Admin,HR Executive,MBA,Full-Time,2022-06-27,3,131652,2.6,5,Inactive
4790,EMP04790,Employee_04790,26,Female,Guntur,Support,Developer,MBA,Contract,2020-08-27,5,106226,2.1,11,On Leave
4791,EMP04791,Employee_04791,21,Male,Hyderabad,Support,HR Executive,B.Com,Part-Time,2024-01-02,2,112640,4.1,6,On Leave
4792,EMP04792,Employee_04792,25,Female,Mumbai,HR,Tester,B.Tech,Full-Time,2022-05-06,3,119054,4.3,4,On Leave
4793,EMP04793,Employee_04793,21,Female,Kolkata,Sales,Support Engineer,MCA,Part-Time,2023-01-19,2,86156,2.6,6,Active
4794,EMP04794,Employee_04794,21,Male,Hyderabad,Admin,Analyst,MBA,Contract,2020-01-30,5,35630,3.7,10,Active
4795,EMP04795,Employee_04795,38,Male,Vijayawada,HR,Analyst,MCA,Contract,2025-12-15,0,49916,3.8,11,On Leave
4796,EMP04796,Employee_04796,38,Female,Kochi,Finance,Analyst,MBA,Part-Time,2022-06-21,3,45730,4.9,8,Active
4797,EMP04797,Employee_04797,37,Female,Guntur,IT,Analyst,MCA,Full-Time,2021-02-02,4,37400,3.4,5,On Leave
4798,EMP04798,Employee_04798,43,Male,Chennai,Support,Manager,B.Com,Contract,2024-10-31,1,133221,4.1,5,Active
4799,EMP04799,Employee_04799,25,Female,Guntur,Operations,Analyst,MBA,Part-Time,2023-09-29,2,76941,2.5,1,Active
4800,EMP04800,Employee_04800,27,Female,Mumbai,Sales,Analyst,B.Sc,Part-Time,2020-11-14,5,39874,4.5,12,Active
